"",Статус,Населений пункт,Потребуючі,Що передаємо,К-сть осіб,Набір звичайний,Набір сімейний,дорослі щітки,доросла паста,шампунь,мило,жіночі прокладки,підгузки дитячі,підгузки дорослі
391,відправлено,Лозова,Багатодітна самотня мама 5р 10р 11р 13р,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
392,відправлено,Гайсин,ВПО з Харкова сімʼя з 2 дітьми (8 і 5р),"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
393,відправлено,Харків,Впо мама з дитиною 1р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,1,""
394,відправлено,Нижнє-Селище Закарпатська обл.,ВПо з Луганської обл вагітна мама з 2 дітьми 10р та 14р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
395,відправлено,Скороходове Полтавська обл,ВПО з Харківської обл. сімʼя дитина 2р ,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
396,відправлено,Крюківщина Київська обл,"ВПО сімʼя з Донецької обл, дитина 17р","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
397,відправлено,Харків,Самотня пенсіонерка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,"","",""
398,відправлено,Тростянець Сумська обл,ВПО сімʼя з Харківськ. обл діти 1р 9р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
399,відправлено,Суми,Чоловік та жінка пенсіонери,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
400,відправлено,Запоріжжя,двоє пенсіонерів,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
401,відправлено,Львів,Багатодітна самотня мама 7р 1р 18р ,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
402,відправлено,Київ,ВПО сімʼя з дитинрю 2р ,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,"",""
403,відправлено,Софіївка Дніпропетровська обл,Багатодітна сімʼя 14р 10р 12р 17р,"предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,3,2,"",""
404,відправлено,Лозова,ВПО з Харкова з дитиною 4р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
405,відправлено,Суми,Сімʼя з двома дітьми  8р 11р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
406,відправлено,Петропавлівка Дніпопетровська обл,Онкохворий пенсіонер,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
407,відправлено,Павлоград Дніпопетровська обл,двічі ВПО з Бахмуту  ,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,"","",""
408,відправлено,Кам'янське Дніпропетровська обл,ВПО з Харківської обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
409,відправлено,Одеса,ВПО з Миколаєва,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
410,відправлено,Львів,маломобільний інвалід-пенсіонер,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
411,відправлено,Львів,ВПО з Дніпра: мама з дітьми 4 і 2р + пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,"",""
412,очікує відправки,Великий Дальник Одеська обл,"багатодітна сім'я, троє дітей","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,3,"",""
413,очікує відправки,Полтава,дві сім'ї: одинока мама з дитиною і в селі батьки пенсіонери,"предмети особистої гігієни, продукти харчування
",4,2,"",4,2,2,2,2,"",""
414,очікує відправки,Краматорськ,одинока мама з донькою 14р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
415,очікує відправки,Курахове Донецька обл,одинока мама і двоє дітей 7 і 2р.,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 5 - 1 шт,""
416,очікує відправки,с. Ставище Житомирська обл,одинока мама з дитиною 1р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,"",1,1,"",""
417,очікує відправки,смт Просяна Дніпропетровська обл,Самотня пенсіонерка 92 роки,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
418,очікує відправки,Ужгород,ВПО з Попасної (Луганська обл) - мама і син 13,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
419,очікує відправки,Київ,"ВПО з Бахмута: сім'я з двома дітьми 7 і 11р, одна дитина інвалід","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
420,очікує відправки,Ужгород,"ВПО зі Слов'янська: одинока мама і троє дітей 11, 13, 14р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,3,"",""
421,очікує відправки,Ужгород,ВПО з Харкова: мама з двома дітьми 12 і 10р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
422,очікує відправки,с.Клембівка Вінницька обл,ВПО з Миколаєва: мама і двоє дітей,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
423,очікує відправки,Ужгород,ВПО з Харкова: мама з дітьми 13 і 9р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
424,очікує відправки,Білгород Дністровський,ВПО з Харкова: мама і донька 8р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
425,очікує відправки,Ужгород,"ВПО з Харкова: дві мами і дві доньки, пенсіонерка","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
426,очікує відправки,Ужгород,ВПО із Запоріжжя: мама і син 2р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 6 - 1 шт,""
427,очікує відправки,Гадяч Полтавська обл,ВПО з Донецької обл: мама з донькою 8р і батьками-пенсіонерами,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
428,очікує відправки,Олексієво-Дружківка,сім'я з дітьми 7 і 17р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
429,очікує відправки,Ужгород,ВПО з Харкова,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
430,очікує відправки,Краматорськ,"одинока мама з дітьми 14 і 2,5р","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 6 - 1 шт,""
431,очікує відправки,Ужгород,ВПО із Запоріжжя: мама і дитина 4р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
432,очікує відправки,Ямпіль Вінницька обл,ВПО з Миколаєва: дві жінки,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
433,очікує відправки,Стрий Львівська обл,ВПО із Запорізької обл: мама і двоє дітей 17 і 10р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
434,очікує відправки,Синельниково Дніпропетровська обл,ВПО із Харківської обл: двоє дорослих і двоє дітей,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
435,очікує відправки,Добропілля Донецька обл,сім'я з дитиною 3м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 2 - 1 шт,""
436,очікує відправки,Запоріжжя,ВПО з Донецької обл: сім'я з дитиною 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
437,очікує відправки,Богодухів Харківська обл,ВПО з Харкова: сім'я з дитиною 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
438,очікує відправки,Ужгород,ВПО з Куп'янська: мама з донькою 10р і пенсіонеркою,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
439,очікує відправки,Великі Сорочинці Полтавська область,"ВПО з Харкова, сім'я з вдома дітьми","предмети особистої гігієни, продукти харчування
",4,"",1,2,1,1,2,1,розмір 4 - 1 шт,""
440,очікує відправки,Дніпро,Багатодітна сім'я,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 4 - 1 шт,""
441,очікує відправки,"Полтавська область, м. Карлівка",ВПО,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
442,очікує відправки,"м. Бориспіль, Київська облість",ВПО з Харкова,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,"",""
443,очікує відправки,"С. Грузевиця, Харківська обл","ВПО, одинока мама","предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
444,очікує відправки,"М. Краматорськ, Донецька обл.",ВПО з Донецької обл.  ,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
445,очікує відправки,Дубно Рівненська обл,ВПО з Донецької обл.  ,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
446,очікує відправки,"Тернівка, Дніпропетровська обл. ",ВПО з Донецької обл.  ,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,3,"",""
447,очікує відправки,"Кіровоградська область, Долинський район с.Новоолександрівка",ВПО зХерсонської обл.  ,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
448,очікує відправки,Стрий Львівська обл,ВПО із Запоріжжя: мама з дітьми 11 і 1р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
449,очікує відправки,Дружківка Донецька обл,одинока пенсіонерка ,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
450,очікує відправки,с. Сагунівка Черкаська обл,"ВПО з Харківської обл: багатодітна родина з дітьми 17, 8 і 2р.","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 6 - 1 шт,""
451,очікує відправки,с.Холмець Закарпатська обл,ВПО з Краматорська: пенсіонерка ,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
452,очікує відправки,смт Андріївка Харківська обл,ВПО з Балаклії: сім'я з дитиною 3р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
453,очікує відправки,Кропивницький,ВПО з Херсону: мама з дітьми 11 і 6р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
454,очікує відправки,Ужгород,"ВПО з Харкова: мама і син 3,6р","предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
455,очікує відправки,Ужгород,ВПО із Запорізької обл: сім'я + пенсіонер,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
456,очікує відправки,Глиняни Львівська обл,"одинока мама п'яти дітей: 12, 11, 7, 6, 3р","предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,4,4,"",""
457,очікує відправки,Буча Київська обл,ВПО з Харківської обл: мама і син 13р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
458,очікує відправки,с.Петрушки Київська обл,в будинок влучив снаряд: четверо дорослих і двоє дітей,"предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,4,4,"",""
459,очікує відправки,Одеса,"одинока мама і четверо дітей: 15, 12, 8 і 1,5р","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 5 - 1 шт,""
460,очікує відправки,Ужгород,ВПО з Харкова: мама і діти 6 і 3р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,розмір 6 - 1 шт,""
461,очікує відправки,Ужгород,ВПО з Харкова: мама з донькою 10р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
462,очікує відправки,Ужгород,"ВПО з Попасної: багатодітна одинока мама з дітьми 17, 16 і 11р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,6,"",""
463,очікує відправки,Богодухів Харківська обл,ВПО з Харкова,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
464,очікує відправки,Рівне,ВПО з Херсонської обл: мама з дітьми 11р і 8м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
465,очікує відправки,Валки Харківська обл,одинокий інвалід 2гр,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
466,очікує відправки,Червоноград Львівська обл,"ВПО з Херсонської обл: мама і дитина 1,5р","предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 6 - 1 шт,""
467,очікує відправки,Кам'янське Дніпропетровська обл,ВПО з Луганської обл: сім'я з дитиною 4р і двоє пенсіонерів,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
468,очікує відправки,Чоп Закарпатська обл,ВПО з Києва: сім'я з дитиною 3р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
469,очікує відправки,Ужгород,ВПО з Рубіжного: сім'я з інвалідом 2гр і пенсіонеркою 79р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
470,очікує відправки,Городок Львівська обл,малезабезпечена одинока мама з дітьми 13 і 9р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
471,очікує відправки,Ужгород,ВПО з Маріуполя: сім'я з дітьми 17 і 11р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
472,очікує відправки,Ужгород,ВПО з Нікополя: одинока мама з дітьми 15 і 13р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,3,"",""
473,очікує відправки,Білгород Дністровський,одинока мама з новонародженою дитиною,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,2,розмір 1 - 1 шт,""
474,очікує відправки,Запоріжжя,ВПО з Авдіївки: одинока мама з дітьми 7 і 1р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
475,очікує відправки,Ужгород,ВПО з Бахмуту: мама і дитина 4р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
476,очікує відправки,Хмельницький,"ВПО з Луганської обл: багатодітна родина з дітьми 10, 3 і 1,2р","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 4 - 1 шт,""
477,очікує відправки,смт Кельменці Чернівецька обл,"багатодітна сім'я з дітьми 12, 6, 4р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
478,очікує відправки,Зміїв Харківська обл,"ВПО з Харківської обл: 4 дорослих, одна вагітна і дитина 4р","предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,2,4,розмір 2 - 1 шт,""
479,очікує відправки,Чернігів,малозабезпечена сім'я з дитиною 6р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
480,очікує відправки,Ужгород,ВПО з Харкова: мама і син 4р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
481,очікує відправки,Ужгород,ВПО з Луганської обл: жінка і три пенсіонери,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
482,очікує відправки,Умань Черкаська обл,ВПО з Луганської обл: жінка з братом-інвалідом 2гр і пенсіонером,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
483,очікує відправки,с. Пилава Хмельницька обл,ВПО з Херсонської обл: мама з дітьми 9 і 6р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
484,очікує відправки,Корсунь Шевченківський Черкаська обл,ВПО із Запорізької обл: вагітна жінка з дитиною 7р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,розмір 2 - 1шт,""
485,очікує відправки,Львів,ВПО з Лисичанська: пенсіонерка 75р і син-інвалід,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
486,очікує відправки,Харків,мама з дитиною 9р і пенсіонером,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
487,очікує відправки,с. Кубей Одеська обл,"одинока мама з чотирма дітьми: 14, 12, 10р і 2м","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,4,розмір 3 - 1 шт,""
488,очікує відправки,Бобринець Кіровоградська обл,"ВПО із Запорізької обл: сім'я з трьома дітьми 14, 13 і 3р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
489,очікує відправки,с.Зіньків Хмельницька обл,ВПО з Краматорська: інвалід 3гр і пенсіонерка 82р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
490,очікує відправки,Ромни Сумська обл,ВПО з Луганської обл: мама-інвалід і дитина 9р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
491,очікує відправки,Покровськ Донецька обл,одинока мама і дитина 1р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 5 - 1 шт,""
492,очікує відправки,смт Зачепилівка Харківська обл,ВПО з Харкова: четверо дорослих і двоє дітей,"предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,4,4,"",""
493,очікує відправки,Запоріжжя,одинокий пенсіонер,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
494,очікує відправки,Брусилів Житомирська обл,"ВПО з Києва: троє дорослих, один з інвалідністю","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
495,очікує відправки,Овруч Житомирська обл,"багатодітна малозабезпечена сім'я з дітьми 16, 4, 3р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
496,очікує відправки,Ужгород,"ВПО з Донецької обл: багатодітна сім'я з дітьми 16, 11, 9, 8, 7р","предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,4,4,"",""
497,очікує відправки,Ужгород,ВПО з Донецької обл: мама з дітьми 3р і 3м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 3 - 1 шт,""
498,очікує відправки,Ужгород,ВПО з Луганської обл: мам-інвалід із доньками 11 і 6р + пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
499,очікує відправки,Ужгород,ВПО з Луганської обл: два пенсіонери 70 і 73р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
500,очікує відправки,Ужгород,ВПО з Харківської обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
501,очікує відправки,Ужгород,ВПО із Запорізької обл: інвалід 2 гр і пенсіонерка-інвалід 3гр,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
502,очікує відправки,Київ,ВПО із Дніпропетровської обл: мама і син,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
503,очікує відправки,смт Криве Озеро Миколаївська обл,ВПО з Харкова: сім'я з дитиною 8р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
504,очікує відправки,смт Гути Харківська обл,"ВПО з Харкова: сім'я 6 чоловік, з них двоє дітей 8 і 3р і двоє пенсіонерів","предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,2,2,"",""
505,очікує відправки,Кам'янське Дніпропетровська обл,ВПО з Бердянська: мама і донька 5р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
506,очікує відправки,Харків,ВПО з Луганської обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
507,очікує відправки,Чернігів,одинока мама з донькою 6р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
508,очікує відправки,Дніпро,ВПО з Донецької обл: мама з сином 12р і пенсіонерка,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
509,очікує відправки,с. Павлів Львівська обл,ВПО з Херсонської обл: мама і донька 2р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,розмір 5 - 1 шт,""
510,очікує відправки,Київ,ВПО з Донеьцкої обл: мама і двоє дітей 9 і 1р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
511,очікує відправки,Стрий Львівська обл,ВПО з Донецької обл: мама і син 11р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
512,очікує відправки,Кременчук,ВПО з Харкова: мама і син 5р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
513,очікує відправки,Виноградів Закарпатська обл,ВПО із Харкова: сім'я з трьома дітьми,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
514,очікує відправки,Першотравневськ Дніпропетровська обл,ВПО з Донецької обл: мама і двоє дітей 13 і 10р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
515,очікує відправки,Ужгород,ВПО з Харківської обл: мама і син 8р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
516,очікує відправки,с. Станіславчик Вінницька обл,ВПО з Донецької обл: сім'я з двома дітьми 16 і 8р + троє пенсіонерів,"предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,4,2,"",""
517,очікує відправки,Бердичів Житомирська обл,одинока мама з двома дітьми 2 і 1р,"предмети особистої гігієни, продукти харчування
",3,1,"",1,1,1,1,1,"розмір 4 - 1 шт
розмір 6 - 1 шт",""
518,очікує відправки,Суми,"одинока мама з дітьми 11 і 3р, одна дитина інвалід","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
519,очікує відправки,Ужгород,ВПО з Харкова: мама із сином 10р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
520,очікує відправки,Запоріжжя,"троє дорослих без роботи, з них одна пенсіонерка 85р","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
521,очікує відправки,Чернігів,одинока мама з дитиною-інвалідом,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
522,очікує відправки,Дніпро,"ВПО з Краматорська: мама з трьома дітьми 17,16 і 14р + пенсіонерка","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
523,очікує відправки,Дружківка Донецька обл,сім'я безробітна з дітьми 12 і 8р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
524,очікує відправки,Ужгород,ВПО з Харкова: мам із сином 4р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,"",1,"",""
525,очікує відправки,Ужгород,ВПО з Миколаєва: сім'я з двома дітьми 16 і 5р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
526,очікує відправки,Київ,ВПО з Донецької обл: мама з дитиною 14р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
527,очікує відправки,Ужгород,ВПО з Чернігова: мама з двома дітьми 12 і 4р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
528,очікує відправки,Ужгород,"ВПО з Нікополя: мама з трьома дітьми: 16, 4 і 2р","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,1,1,"",""
529,очікує відправки,Ужгород,"ВПО із Запоріжжя: мама з донькою 1,5р","предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 4 - 1 шт,""
530,очікує відправки,Ужгород,ВПО із Сум: мама з двома дітьми 15 і7р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
531,очікує відправки,Ужгород,ВПО з Краматорська: мама з сином 16р і пенсіонерка 73р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
532,очікує відправки,Ужгород,ВПО з Бахумуту: мама з дитиною 7р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
533,очікує відправки,Лубни Полтавська обл,ВПО із Сумської обл: сім'я з двома дітьми 16 і 10р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
534,очікує відправки,с.Сурсько-Литовське Дніпропетровська обл,"багатодітна сім'я з чотирма дітьми: 16, 13, 13, 7р","предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,4,4,"",""
535,очікує відправки,Миколаїв,одинока мама з дітьми 17 і 10р + пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
536,очікує відправки,Запоріжжя,сім'я безробітна під обстрілами з двома дітьми 10 і 6р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
537,очікує відправки,Миколаїв Львівська обл,"ВПО з Донецької обл: багатодітна сім'я з дітьми 13, 10, 3р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,1,3,"",""
538,очікує відправки,Сокаль Львівська обл,сім'я з двома дітьми 7р і 7м (менша - з інвалідністю) ,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,1,1,"",""
539,очікує відправки,Ужгород,ВПО з Харківської обл: мама з доьнкою 16р + пенсіонерка,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
540,очікує відправки,Житомир,одинока мама з двома дітьми 13 і 4р (менша з інвалідністю) + пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
541,очікує відправки,Ужгород,ВПО з Харківської обл: мама з двома дітьми 14 і 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,3,"",""
542,очікує відправки,Ужгород,"ВПО з Луганської обл: багатодітна родина з дітьми 16, 16 і 7р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
543,очікує відправки,Ужгород,ВПО із Житомирської обл: мама з дитиною 6р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
544,очікує відправки,Ужгород,ВПО з Херсонської обл: мама і син 12р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
545,очікує відправки,Харків,мама з сином 5р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
546,очікує відправки,Ужгород,ВПО з Донецької обл: сім'я з дитиною 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
547,очікує відправки,Ужгород,"ВПО з Донецької обл: дві жінки, троє дітей 14,13 і 10р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
548,очікує відправки,Перечин Закарпатська обл,"ВПО з Дніпропетровської обл: одинока мама з чотирма дітьми 16, 15, 2р і 10м","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,6,"розмір 4 - 1 шт
розмір 6 - 1 шт",""
549,очікує відправки,Ужгород,ВПО з Харкова: пенсіонерка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
550,очікує відправки,Ужгород,ВПО з Харкова: дві жінки і двоє дітей 14 і 13р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,4,"",""
551,очікує відправки,Ужгород,ВПО з Лисичанська: бабуся з внуками 12 і 7р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
552,очікує відправки,Южноукраїнськ,"багатодітна сім'я з дітьми 12, 8, 2,5р","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 5 - 1 шт,""
553,очікує відправки,Павлоград,"багатодітна сім'я з п'ятьма дітьми: 13, 10, 7, 2р і пів року","предмети особистої гігієни, продукти харчування
",7,"",2,5,2,2,3,2,розмір 4 - 1 шт,""
554,очікує відправки,Виноградів Закарпатська обл,ВПО із Донецької обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
